DateTime (UTC),DateTime (EDT),Pressure (mmHg),Pressure (Pa)
2023-08-04 18:35:59.758,8/4/2023 14:35:59.758,21.92503163,2923.08906697486
2023-08-04 18:35:59.766,8/4/2023 14:35:59.766,22.58903163,3011.61487497486
2023-08-04 18:35:59.774,8/4/2023 14:35:59.774,22.77703163,3036.67941097486
2023-08-04 18:35:59.782,8/4/2023 14:35:59.782,23.21203163,3094.6744809748598
2023-08-04 18:35:59.790,8/4/2023 14:35:59.790,24.39303163,3252.12776297486
2023-08-04 18:35:59.798,8/4/2023 14:35:59.798,25.67503163,3423.04656697486
2023-08-04 18:35:59.806,8/4/2023 14:35:59.806,26.51003163,3534.3704369748602
2023-08-04 18:35:59.814,8/4/2023 14:35:59.814,27.65403163,3686.8908049748597
2023-08-04 18:35:59.822,8/4/2023 14:35:59.822,29.47303163,3929.40352297486
2023-08-04 18:35:59.830,8/4/2023 14:35:59.830,30.96303163,4128.05330297486
2023-08-04 18:35:59.838,8/4/2023 14:35:59.838,32.11603163,4281.773568974861
2023-08-04 18:35:59.846,8/4/2023 14:35:59.846,33.68603163,4491.08910897486
2023-08-04 18:35:59.854,8/4/2023 14:35:59.854,35.64203163,4751.86694097486
2023-08-04 18:35:59.862,8/4/2023 14:35:59.862,36.75203163,4899.854360974859
2023-08-04 18:35:59.870,8/4/2023 14:35:59.870,36.10403163,4813.46170497486
2023-08-04 18:35:59.878,8/4/2023 14:35:59.878,35.46003163,4727.602336974861
2023-08-04 18:35:59.886,8/4/2023 14:35:59.886,36.47203163,4862.52420097486
2023-08-04 18:35:59.894,8/4/2023 14:35:59.894,37.78003163,5036.909376974861
2023-08-04 18:35:59.902,8/4/2023 14:35:59.902,38.56103163,5141.033858974861
2023-08-04 18:35:59.910,8/4/2023 14:35:59.910,40.14803163,5352.6158729748595
2023-08-04 18:35:59.918,8/4/2023 14:35:59.918,42.47803163,5663.25613297486
2023-08-04 18:35:59.926,8/4/2023 14:35:59.926,42.81903163,5708.71893497486
2023-08-04 18:35:59.934,8/4/2023 14:35:59.934,40.14003163,5351.54929697486
2023-08-04 18:35:59.942,8/4/2023 14:35:59.942,38.78403163,5170.76466497486
2023-08-04 18:35:59.950,8/4/2023 14:35:59.950,39.26803163,5235.29251297486
2023-08-04 18:35:59.958,8/4/2023 14:35:59.958,36.43503163,4857.59128697486
2023-08-04 18:35:59.966,8/4/2023 14:35:59.966,34.17303163,4556.01692297486
2023-08-04 18:35:59.974,8/4/2023 14:35:59.974,37.42903163,4990.11335497486
2023-08-04 18:35:59.982,8/4/2023 14:35:59.982,39.86103163,5314.35245897486
2023-08-04 18:35:59.990,8/4/2023 14:35:59.990,37.88703163,5051.17483097486
2023-08-04 18:35:59.998,8/4/2023 14:35:59.998,35.57403163,4742.80104497486
2023-08-04 18:36:00.006,8/4/2023 14:36:00.006,34.98103163,4663.74109897486
2023-08-04 18:36:00.014,8/4/2023 14:36:00.014,35.38303163,4717.33654297486
2023-08-04 18:36:00.022,8/4/2023 14:36:00.022,35.27003163,4702.27115697486
2023-08-04 18:36:00.030,8/4/2023 14:36:00.030,32.99803163,4399.36357297486
2023-08-04 18:36:00.038,8/4/2023 14:36:00.038,30.13703163,4017.92933097486
2023-08-04 18:36:00.046,8/4/2023 14:36:00.046,28.96903163,3862.20923497486
2023-08-04 18:36:00.054,8/4/2023 14:36:00.054,28.38603163,3784.48250897486
2023-08-04 18:36:00.062,8/4/2023 14:36:00.062,27.67103163,3689.15727897486
2023-08-04 18:36:00.070,8/4/2023 14:36:00.070,27.25203163,3633.29536097486
2023-08-04 18:36:00.078,8/4/2023 14:36:00.078,26.43003163,3523.70467697486
2023-08-04 18:36:00.086,8/4/2023 14:36:00.086,25.28603163,3371.18430897486
2023-08-04 18:36:00.094,8/4/2023 14:36:00.094,24.55203163,3273.3259609748598
2023-08-04 18:36:00.102,8/4/2023 14:36:00.102,24.12903163,3216.93075497486
2023-08-04 18:36:00.110,8/4/2023 14:36:00.110,23.66003163,3154.40273697486
2023-08-04 18:36:00.118,8/4/2023 14:36:00.118,23.07803163,3076.8093329748604
2023-08-04 18:36:00.126,8/4/2023 14:36:00.126,22.69703163,3026.0136509748604
2023-08-04 18:36:00.134,8/4/2023 14:36:00.134,22.56303163,3008.14850297486
2023-08-04 18:36:00.142,8/4/2023 14:36:00.142,22.32303163,2976.15122297486
2023-08-04 18:36:00.150,8/4/2023 14:36:00.150,21.96003163,2927.75533697486
2023-08-04 18:36:00.158,8/4/2023 14:36:00.158,21.65603163,2887.2254489748602
2023-08-04 18:36:00.166,8/4/2023 14:36:00.166,21.27803163,2836.8297329748602
2023-08-04 18:36:00.174,8/4/2023 14:36:00.174,20.94003163,2791.76689697486
2023-08-04 18:36:00.182,8/4/2023 14:36:00.182,20.80203163,2773.3684609748598
2023-08-04 18:36:00.190,8/4/2023 14:36:00.190,20.65203163,2753.37016097486
2023-08-04 18:36:00.198,8/4/2023 14:36:00.198,20.39703163,2719.3730509748602
2023-08-04 18:36:00.206,8/4/2023 14:36:00.206,20.19803163,2692.84197297486
2023-08-04 18:36:00.214,8/4/2023 14:36:00.214,20.26403163,2701.64122497486
2023-08-04 18:36:00.222,8/4/2023 14:36:00.222,20.47803163,2730.1721329748602
2023-08-04 18:36:00.230,8/4/2023 14:36:00.230,20.53503163,2737.7714869748597
2023-08-04 18:36:00.238,8/4/2023 14:36:00.238,20.51403163,2734.97172497486
2023-08-04 18:36:00.246,8/4/2023 14:36:00.246,20.43603163,2724.57260897486
2023-08-04 18:36:00.254,8/4/2023 14:36:00.254,20.35303163,2713.50688297486
2023-08-04 18:36:00.262,8/4/2023 14:36:00.262,20.51103163,2734.57175897486
2023-08-04 18:36:00.270,8/4/2023 14:36:00.270,20.51903163,2735.6383349748603
2023-08-04 18:36:00.278,8/4/2023 14:36:00.278,20.41703163,2722.03949097486
2023-08-04 18:36:00.286,8/4/2023 14:36:00.286,20.51803163,2735.50501297486
2023-08-04 18:36:00.294,8/4/2023 14:36:00.294,20.45103163,2726.57243897486
2023-08-04 18:36:00.302,8/4/2023 14:36:00.302,20.33303163,2710.8404429748603
2023-08-04 18:36:00.310,8/4/2023 14:36:00.310,20.64203163,2752.0369409748605
2023-08-04 18:36:00.318,8/4/2023 14:36:00.318,21.42203163,2856.02810097486
2023-08-04 18:36:00.326,8/4/2023 14:36:00.326,22.25003163,2966.4187169748598
2023-08-04 18:36:00.334,8/4/2023 14:36:00.334,22.47103163,2995.88287897486
2023-08-04 18:36:00.342,8/4/2023 14:36:00.342,22.71203163,3028.0134809748597
2023-08-04 18:36:00.350,8/4/2023 14:36:00.350,23.98803163,3198.1323529748597
2023-08-04 18:36:00.358,8/4/2023 14:36:00.358,25.43503163,3391.04928697486
2023-08-04 18:36:00.366,8/4/2023 14:36:00.366,26.33903163,3511.5723749748604
2023-08-04 18:36:00.374,8/4/2023 14:36:00.374,27.54603163,3672.49202897486
2023-08-04 18:36:00.382,8/4/2023 14:36:00.382,29.30903163,3907.53871497486
2023-08-04 18:36:00.390,8/4/2023 14:36:00.390,30.89203163,4118.58744097486
2023-08-04 18:36:00.398,8/4/2023 14:36:00.398,32.17103163,4289.10627897486
2023-08-04 18:36:00.406,8/4/2023 14:36:00.406,33.56903163,4475.490434974859
2023-08-04 18:36:00.414,8/4/2023 14:36:00.414,35.36103163,4714.40345897486
2023-08-04 18:36:00.422,8/4/2023 14:36:00.422,36.73903163,4898.12117497486
2023-08-04 18:36:00.430,8/4/2023 14:36:00.430,36.56303163,4874.65650297486
2023-08-04 18:36:00.438,8/4/2023 14:36:00.438,35.76003163,4767.59893697486
2023-08-04 18:36:00.446,8/4/2023 14:36:00.446,36.32903163,4843.45915497486
2023-08-04 18:36:00.454,8/4/2023 14:36:00.454,37.80503163,5040.242426974861
2023-08-04 18:36:00.462,8/4/2023 14:36:00.462,38.69803163,5159.298972974861
2023-08-04 18:36:00.470,8/4/2023 14:36:00.470,39.95703163,5327.151370974861
2023-08-04 18:36:00.478,8/4/2023 14:36:00.478,42.18503163,5624.19278697486
2023-08-04 18:36:00.486,8/4/2023 14:36:00.486,43.06003163,5740.84953697486
2023-08-04 18:36:00.494,8/4/2023 14:36:00.494,40.89803163,5452.60737297486
2023-08-04 18:36:00.502,8/4/2023 14:36:00.502,39.28003163,5236.892376974861
2023-08-04 18:36:00.510,8/4/2023 14:36:00.510,39.69203163,5291.821040974861
2023-08-04 18:36:00.518,8/4/2023 14:36:00.518,37.20503163,4960.24922697486
2023-08-04 18:36:00.526,8/4/2023 14:36:00.526,34.58703163,4611.21223097486
2023-08-04 18:36:00.534,8/4/2023 14:36:00.534,37.29103163,4971.71491897486
2023-08-04 18:36:00.542,8/4/2023 14:36:00.542,39.88103163,5317.01889897486
2023-08-04 18:36:00.550,8/4/2023 14:36:00.550,38.31003163,5107.57003697486
2023-08-04 18:36:00.558,8/4/2023 14:36:00.558,36.12603163,4816.39478897486
2023-08-04 18:36:00.566,8/4/2023 14:36:00.566,35.35803163,4714.00349297486
2023-08-04 18:36:00.574,8/4/2023 14:36:00.574,35.62003163,4748.93385697486
2023-08-04 18:36:00.582,8/4/2023 14:36:00.582,35.55703163,4740.53457097486
2023-08-04 18:36:00.590,8/4/2023 14:36:00.590,33.38203163,4450.55922097486
2023-08-04 18:36:00.598,8/4/2023 14:36:00.598,30.61403163,4081.52392497486
2023-08-04 18:36:00.606,8/4/2023 14:36:00.606,29.27703163,3903.27241097486
2023-08-04 18:36:00.614,8/4/2023 14:36:00.614,28.53503163,3804.3474869748597
2023-08-04 18:36:00.622,8/4/2023 14:36:00.622,27.92203163,3722.62110097486
2023-08-04 18:36:00.630,8/4/2023 14:36:00.630,27.50603163,3667.15914897486
2023-08-04 18:36:00.638,8/4/2023 14:36:00.638,26.76503163,3568.36754697486
2023-08-04 18:36:00.646,8/4/2023 14:36:00.646,25.86503163,3448.37774697486
2023-08-04 18:36:00.654,8/4/2023 14:36:00.654,25.06403163,3341.58682497486
2023-08-04 18:36:00.662,8/4/2023 14:36:00.662,24.37903163,3250.26125497486
2023-08-04 18:36:00.670,8/4/2023 14:36:00.670,23.85603163,3180.53384897486
2023-08-04 18:36:00.678,8/4/2023 14:36:00.678,23.24303163,3098.8074629748603
2023-08-04 18:36:00.686,8/4/2023 14:36:00.686,22.76903163,3035.61283497486
2023-08-04 18:36:00.694,8/4/2023 14:36:00.694,22.52003163,3002.4156569748598
2023-08-04 18:36:00.702,8/4/2023 14:36:00.702,22.15503163,2953.75312697486
2023-08-04 18:36:00.710,8/4/2023 14:36:00.710,21.82103163,2909.22357897486
2023-08-04 18:36:00.718,8/4/2023 14:36:00.718,21.61503163,2881.75924697486
2023-08-04 18:36:00.726,8/4/2023 14:36:00.726,21.31303163,2841.4960029748604
2023-08-04 18:36:00.734,8/4/2023 14:36:00.734,20.95203163,2793.36676097486
2023-08-04 18:36:00.742,8/4/2023 14:36:00.742,20.67803163,2756.83653297486
2023-08-04 18:36:00.750,8/4/2023 14:36:00.750,20.40303163,2720.17298297486
2023-08-04 18:36:00.758,8/4/2023 14:36:00.758,20.23103163,2697.24159897486
2023-08-04 18:36:00.766,8/4/2023 14:36:00.766,20.19403163,2692.30868497486
2023-08-04 18:36:00.774,8/4/2023 14:36:00.774,20.23703163,2698.04153097486
2023-08-04 18:36:00.782,8/4/2023 14:36:00.782,20.40903163,2720.97291497486
2023-08-04 18:36:00.790,8/4/2023 14:36:00.790,20.43803163,2724.8392529748603
2023-08-04 18:36:00.798,8/4/2023 14:36:00.798,20.49403163,2732.3052849748597
2023-08-04 18:36:00.806,8/4/2023 14:36:00.806,20.66603163,2755.23666897486
2023-08-04 18:36:00.814,8/4/2023 14:36:00.814,20.50003163,2733.10521697486
2023-08-04 18:36:00.822,8/4/2023 14:36:00.822,20.34403163,2712.30698497486
2023-08-04 18:36:00.830,8/4/2023 14:36:00.830,20.41103163,2721.23955897486
2023-08-04 18:36:00.838,8/4/2023 14:36:00.838,20.63603163,2751.23700897486
2023-08-04 18:36:00.846,8/4/2023 14:36:00.846,20.84603163,2779.23462897486
2023-08-04 18:36:00.854,8/4/2023 14:36:00.854,20.62503163,2749.77046697486
2023-08-04 18:36:00.862,8/4/2023 14:36:00.862,20.42703163,2723.3727109748597
2023-08-04 18:36:00.870,8/4/2023 14:36:00.870,20.68203163,2757.36982097486
2023-08-04 18:36:00.878,8/4/2023 14:36:00.878,21.38903163,2851.62847497486
2023-08-04 18:36:00.886,8/4/2023 14:36:00.886,22.21903163,2962.28573497486
2023-08-04 18:36:00.894,8/4/2023 14:36:00.894,22.61103163,3014.54795897486
2023-08-04 18:36:00.902,8/4/2023 14:36:00.902,22.91003163,3054.41123697486
2023-08-04 18:36:00.910,8/4/2023 14:36:00.910,23.83403163,3177.60076497486
2023-08-04 18:36:00.918,8/4/2023 14:36:00.918,25.06603163,3341.8534689748603
2023-08-04 18:36:00.926,8/4/2023 14:36:00.926,25.95503163,3460.37672697486
2023-08-04 18:36:00.934,8/4/2023 14:36:00.934,27.07703163,3609.9640109748602
2023-08-04 18:36:00.942,8/4/2023 14:36:00.942,28.95003163,3859.67611697486
2023-08-04 18:36:00.950,8/4/2023 14:36:00.950,30.66503163,4088.32334697486
2023-08-04 18:36:00.958,8/4/2023 14:36:00.958,31.79303163,4238.71056297486
2023-08-04 18:36:00.966,8/4/2023 14:36:00.966,33.08103163,4410.42929897486
2023-08-04 18:36:00.974,8/4/2023 14:36:00.974,34.89403163,4652.14208497486
2023-08-04 18:36:00.982,8/4/2023 14:36:00.982,36.20503163,4826.92722697486
2023-08-04 18:36:00.990,8/4/2023 14:36:00.990,35.75503163,4766.93232697486
2023-08-04 18:36:00.998,8/4/2023 14:36:00.998,34.84303163,4645.34266297486
2023-08-04 18:36:01.006,8/4/2023 14:36:01.006,35.67603163,4756.39988897486
2023-08-04 18:36:01.014,8/4/2023 14:36:01.014,37.32603163,4976.38118897486
2023-08-04 18:36:01.022,8/4/2023 14:36:01.022,38.14603163,5085.705228974861
2023-08-04 18:36:01.030,8/4/2023 14:36:01.030,39.25803163,5233.95929297486
2023-08-04 18:36:01.038,8/4/2023 14:36:01.038,41.53303163,5537.266842974861
2023-08-04 18:36:01.046,8/4/2023 14:36:01.046,42.66503163,5688.187346974861
2023-08-04 18:36:01.054,8/4/2023 14:36:01.054,40.75603163,5433.67564897486
2023-08-04 18:36:01.062,8/4/2023 14:36:01.062,39.11303163,5214.627602974861
2023-08-04 18:36:01.070,8/4/2023 14:36:01.070,39.54803163,5272.62267297486
2023-08-04 18:36:01.078,8/4/2023 14:36:01.078,37.57303163,5009.3117229748605
2023-08-04 18:36:01.086,8/4/2023 14:36:01.086,35.15903163,4687.47241497486
2023-08-04 18:36:01.094,8/4/2023 14:36:01.094,37.08203163,4943.85062097486
2023-08-04 18:36:01.102,8/4/2023 14:36:01.102,38.81403163,5174.764324974861
2023-08-04 18:36:01.110,8/4/2023 14:36:01.110,37.60103163,5013.044738974861
2023-08-04 18:36:01.118,8/4/2023 14:36:01.118,36.37803163,4849.99193297486
2023-08-04 18:36:01.126,8/4/2023 14:36:01.126,35.50503163,4733.60182697486
2023-08-04 18:36:01.134,8/4/2023 14:36:01.134,34.96603163,4661.741268974861
2023-08-04 18:36:01.142,8/4/2023 14:36:01.142,35.31403163,4708.13732497486
2023-08-04 18:36:01.150,8/4/2023 14:36:01.150,33.92403163,4522.81974497486
2023-08-04 18:36:01.158,8/4/2023 14:36:01.158,30.61103163,4081.12395897486
2023-08-04 18:36:01.166,8/4/2023 14:36:01.166,29.10003163,3879.67441697486
2023-08-04 18:36:01.174,8/4/2023 14:36:01.174,28.88303163,3850.7435429748602
2023-08-04 18:36:01.182,8/4/2023 14:36:01.182,27.97403163,3729.55384497486
2023-08-04 18:36:01.190,8/4/2023 14:36:01.190,27.34103163,3645.16101897486
2023-08-04 18:36:01.198,8/4/2023 14:36:01.198,26.80803163,3574.10039297486
2023-08-04 18:36:01.206,8/4/2023 14:36:01.206,25.66703163,3421.97999097486
2023-08-04 18:36:01.214,8/4/2023 14:36:01.214,24.83203163,3310.65612097486
2023-08-04 18:36:01.222,8/4/2023 14:36:01.222,24.33803163,3244.79505297486
2023-08-04 18:36:01.230,8/4/2023 14:36:01.230,23.71503163,3161.7354469748598
2023-08-04 18:36:01.238,8/4/2023 14:36:01.238,23.17503163,3089.74156697486
2023-08-04 18:36:01.246,8/4/2023 14:36:01.246,22.64803163,3019.4808729748597
2023-08-04 18:36:01.254,8/4/2023 14:36:01.254,22.16203163,2954.68638097486
2023-08-04 18:36:01.262,8/4/2023 14:36:01.262,21.87203163,2916.0230009748598
2023-08-04 18:36:01.270,8/4/2023 14:36:01.270,21.57603163,2876.55968897486
2023-08-04 18:36:01.278,8/4/2023 14:36:01.278,21.22603163,2829.89698897486
2023-08-04 18:36:01.286,8/4/2023 14:36:01.286,20.97403163,2796.2998449748598
2023-08-04 18:36:01.294,8/4/2023 14:36:01.294,20.80003163,2773.10181697486
2023-08-04 18:36:01.302,8/4/2023 14:36:01.302,20.71603163,2761.90276897486
2023-08-04 18:36:01.310,8/4/2023 14:36:01.310,20.59203163,2745.37084097486
2023-08-04 18:36:01.318,8/4/2023 14:36:01.318,20.39703163,2719.3730509748602
2023-08-04 18:36:01.326,8/4/2023 14:36:01.326,20.40403163,2720.30630497486
2023-08-04 18:36:01.334,8/4/2023 14:36:01.334,20.56703163,2742.03779097486
2023-08-04 18:36:01.342,8/4/2023 14:36:01.342,20.76103163,2767.90225897486
2023-08-04 18:36:01.350,8/4/2023 14:36:01.350,20.79103163,2771.90191897486
2023-08-04 18:36:01.358,8/4/2023 14:36:01.358,20.68603163,2757.90310897486
2023-08-04 18:36:01.366,8/4/2023 14:36:01.366,20.60303163,2746.8373829748602
2023-08-04 18:36:01.374,8/4/2023 14:36:01.374,20.39503163,2719.10640697486
2023-08-04 18:36:01.382,8/4/2023 14:36:01.382,20.29903163,2706.30749497486
2023-08-04 18:36:01.390,8/4/2023 14:36:01.390,20.31403163,2708.30732497486
2023-08-04 18:36:01.398,8/4/2023 14:36:01.398,20.34603163,2712.5736289748597
2023-08-04 18:36:01.406,8/4/2023 14:36:01.406,20.46303163,2728.17230297486
2023-08-04 18:36:01.414,8/4/2023 14:36:01.414,20.45703163,2727.37237097486
2023-08-04 18:36:01.422,8/4/2023 14:36:01.422,20.38303163,2717.50654297486
2023-08-04 18:36:01.430,8/4/2023 14:36:01.430,20.50603163,2733.90514897486
2023-08-04 18:36:01.438,8/4/2023 14:36:01.438,21.17503163,2823.09756697486
2023-08-04 18:36:01.446,8/4/2023 14:36:01.446,22.15403163,2953.61980497486
2023-08-04 18:36:01.454,8/4/2023 14:36:01.454,22.62803163,3016.8144329748598
2023-08-04 18:36:01.462,8/4/2023 14:36:01.462,22.89503163,3052.41140697486
2023-08-04 18:36:01.470,8/4/2023 14:36:01.470,23.77203163,3169.33480097486
2023-08-04 18:36:01.478,8/4/2023 14:36:01.478,25.10203163,3346.6530609748597
2023-08-04 18:36:01.486,8/4/2023 14:36:01.486,26.26003163,3501.03993697486
2023-08-04 18:36:01.494,8/4/2023 14:36:01.494,27.24603163,3632.4954289748603
2023-08-04 18:36:01.502,8/4/2023 14:36:01.502,28.80303163,3840.07778297486
2023-08-04 18:36:01.510,8/4/2023 14:36:01.510,30.59503163,4078.9908069748603
2023-08-04 18:36:01.518,8/4/2023 14:36:01.518,31.88003163,4250.309576974861
2023-08-04 18:36:01.526,8/4/2023 14:36:01.526,33.02203163,4402.56330097486
2023-08-04 18:36:01.534,8/4/2023 14:36:01.534,34.68103163,4623.74449897486
2023-08-04 18:36:01.542,8/4/2023 14:36:01.542,36.18803163,4824.66075297486
2023-08-04 18:36:01.550,8/4/2023 14:36:01.550,36.02703163,4803.19591097486
2023-08-04 18:36:01.558,8/4/2023 14:36:01.558,35.14403163,4685.47258497486
2023-08-04 18:36:01.566,8/4/2023 14:36:01.566,35.94003163,4791.59689697486
2023-08-04 18:36:01.574,8/4/2023 14:36:01.574,37.73403163,5030.77656497486
2023-08-04 18:36:01.582,8/4/2023 14:36:01.582,38.67603163,5156.365888974859
2023-08-04 18:36:01.590,8/4/2023 14:36:01.590,39.68203163,5290.4878209748595
2023-08-04 18:36:01.598,8/4/2023 14:36:01.598,41.66103163,5554.33205897486
2023-08-04 18:36:01.606,8/4/2023 14:36:01.606,42.97903163,5730.05045497486
2023-08-04 18:36:01.614,8/4/2023 14:36:01.614,41.49503163,5532.20060697486
2023-08-04 18:36:01.622,8/4/2023 14:36:01.622,39.27003163,5235.559156974859
2023-08-04 18:36:01.630,8/4/2023 14:36:01.630,39.47303163,5262.62352297486
2023-08-04 18:36:01.638,8/4/2023 14:36:01.638,38.09503163,5078.90580697486
2023-08-04 18:36:01.646,8/4/2023 14:36:01.646,34.57003163,4608.94575697486
2023-08-04 18:36:01.654,8/4/2023 14:36:01.654,35.83003163,4776.93147697486
2023-08-04 18:36:01.662,8/4/2023 14:36:01.662,39.51803163,5268.62301297486
2023-08-04 18:36:01.670,8/4/2023 14:36:01.670,39.03803163,5204.62845297486
2023-08-04 18:36:01.678,8/4/2023 14:36:01.678,36.35903163,4847.45881497486
2023-08-04 18:36:01.686,8/4/2023 14:36:01.686,35.07203163,4675.87340097486
2023-08-04 18:36:01.694,8/4/2023 14:36:01.694,35.12703163,4683.20611097486
2023-08-04 18:36:01.702,8/4/2023 14:36:01.702,35.26603163,4701.73786897486
2023-08-04 18:36:01.710,8/4/2023 14:36:01.710,33.89803163,4519.35337297486
2023-08-04 18:36:01.718,8/4/2023 14:36:01.718,31.05703163,4140.58557097486
2023-08-04 18:36:01.726,8/4/2023 14:36:01.726,28.92903163,3856.87635497486
2023-08-04 18:36:01.734,8/4/2023 14:36:01.734,28.02203163,3735.95330097486
2023-08-04 18:36:01.742,8/4/2023 14:36:01.742,27.35803163,3647.42749297486
2023-08-04 18:36:01.750,8/4/2023 14:36:01.750,26.75503163,3567.03432697486
2023-08-04 18:36:01.758,8/4/2023 14:36:01.758,26.13203163,3483.9747209748602
2023-08-04 18:36:01.766,8/4/2023 14:36:01.766,25.34403163,3378.91698497486
2023-08-04 18:36:01.774,8/4/2023 14:36:01.774,24.61903163,3282.2585349748597
2023-08-04 18:36:01.782,8/4/2023 14:36:01.782,24.13003163,3217.06407697486
2023-08-04 18:36:01.790,8/4/2023 14:36:01.790,23.67403163,3156.26924497486
2023-08-04 18:36:01.798,8/4/2023 14:36:01.798,23.10403163,3080.27570497486
2023-08-04 18:36:01.806,8/4/2023 14:36:01.806,22.60303163,3013.48138297486
2023-08-04 18:36:01.814,8/4/2023 14:36:01.814,22.42703163,2990.01671097486
2023-08-04 18:36:01.822,8/4/2023 14:36:01.822,22.36803163,2982.15071297486
2023-08-04 18:36:01.830,8/4/2023 14:36:01.830,22.16803163,2955.48631297486
2023-08-04 18:36:01.838,8/4/2023 14:36:01.838,21.97703163,2930.02181097486
2023-08-04 18:36:01.846,8/4/2023 14:36:01.846,21.85003163,2913.08991697486
2023-08-04 18:36:01.854,8/4/2023 14:36:01.854,21.67703163,2890.02521097486
2023-08-04 18:36:01.862,8/4/2023 14:36:01.862,21.37303163,2849.49532297486
2023-08-04 18:36:01.870,8/4/2023 14:36:01.870,21.12103163,2815.89817897486
2023-08-04 18:36:01.878,8/4/2023 14:36:01.878,20.94803163,2792.83347297486
2023-08-04 18:36:01.886,8/4/2023 14:36:01.886,20.60703163,2747.3706709748603
2023-08-04 18:36:01.894,8/4/2023 14:36:01.894,20.17203163,2689.37560097486
2023-08-04 18:36:01.902,8/4/2023 14:36:01.902,20.19903163,2692.97529497486
2023-08-04 18:36:01.910,8/4/2023 14:36:01.910,20.43803163,2724.8392529748603
2023-08-04 18:36:01.918,8/4/2023 14:36:01.918,20.36903163,2715.6400349748596
2023-08-04 18:36:01.926,8/4/2023 14:36:01.926,20.33603163,2711.24040897486
2023-08-04 18:36:01.934,8/4/2023 14:36:01.934,20.41203163,2721.3728809748604
2023-08-04 18:36:01.942,8/4/2023 14:36:01.942,20.57903163,2743.6376549748597
2023-08-04 18:36:01.950,8/4/2023 14:36:01.950,20.58603163,2744.5709089748602
2023-08-04 18:36:01.958,8/4/2023 14:36:01.958,20.52603163,2736.57158897486
2023-08-04 18:36:01.966,8/4/2023 14:36:01.966,20.60003163,2746.4374169748603
2023-08-04 18:36:01.974,8/4/2023 14:36:01.974,20.33803163,2711.50705297486
2023-08-04 18:36:01.982,8/4/2023 14:36:01.982,20.12303163,2682.84282297486
2023-08-04 18:36:01.990,8/4/2023 14:36:01.990,20.44103163,2725.2392189748603
2023-08-04 18:36:01.998,8/4/2023 14:36:01.998,21.16303163,2821.4977029748597
2023-08-04 18:36:02.006,8/4/2023 14:36:02.006,22.10603163,2947.22034897486
2023-08-04 18:36:02.014,8/4/2023 14:36:02.014,22.58203163,3010.68162097486
2023-08-04 18:36:02.022,8/4/2023 14:36:02.022,22.62203163,3016.01450097486
2023-08-04 18:36:02.030,8/4/2023 14:36:02.030,23.47203163,3129.3382009748602
2023-08-04 18:36:02.038,8/4/2023 14:36:02.038,24.96803163,3328.78791297486
2023-08-04 18:36:02.046,8/4/2023 14:36:02.046,26.00803163,3467.4427929748604
2023-08-04 18:36:02.054,8/4/2023 14:36:02.054,27.05403163,3606.8976049748603
2023-08-04 18:36:02.062,8/4/2023 14:36:02.062,28.74203163,3831.94514097486
2023-08-04 18:36:02.070,8/4/2023 14:36:02.070,30.36503163,4048.3267469748603
2023-08-04 18:36:02.078,8/4/2023 14:36:02.078,31.61203163,4214.57928097486
2023-08-04 18:36:02.086,8/4/2023 14:36:02.086,33.11703163,4415.22889097486
2023-08-04 18:36:02.094,8/4/2023 14:36:02.094,34.86403163,4648.14242497486
2023-08-04 18:36:02.102,8/4/2023 14:36:02.102,36.55903163,4874.12321497486
2023-08-04 18:36:02.110,8/4/2023 14:36:02.110,37.57803163,5009.97833297486
2023-08-04 18:36:02.118,8/4/2023 14:36:02.118,37.20303163,4959.98258297486
2023-08-04 18:36:02.126,8/4/2023 14:36:02.126,36.71803163,4895.32141297486
2023-08-04 18:36:02.134,8/4/2023 14:36:02.134,37.38603163,4984.38050897486
2023-08-04 18:36:02.142,8/4/2023 14:36:02.142,38.33303163,5110.63644297486
2023-08-04 18:36:02.150,8/4/2023 14:36:02.150,39.01903163,5202.095334974861
2023-08-04 18:36:02.158,8/4/2023 14:36:02.158,40.50103163,5399.67853897486
2023-08-04 18:36:02.166,8/4/2023 14:36:02.166,42.45703163,5660.456370974861
2023-08-04 18:36:02.174,8/4/2023 14:36:02.174,41.50803163,5533.93379297486
2023-08-04 18:36:02.182,8/4/2023 14:36:02.182,38.32803163,5109.96983297486
2023-08-04 18:36:02.190,8/4/2023 14:36:02.190,37.96803163,5061.97391297486
2023-08-04 18:36:02.198,8/4/2023 14:36:02.198,37.30503163,4973.581426974861
2023-08-04 18:36:02.206,8/4/2023 14:36:02.206,33.54203163,4471.89074097486
2023-08-04 18:36:02.214,8/4/2023 14:36:02.214,34.11703163,4548.55089097486
2023-08-04 18:36:02.222,8/4/2023 14:36:02.222,38.78803163,5171.29795297486
2023-08-04 18:36:02.230,8/4/2023 14:36:02.230,39.15303163,5219.9604829748605
2023-08-04 18:36:02.238,8/4/2023 14:36:02.238,36.05003163,4806.26231697486
2023-08-04 18:36:02.246,8/4/2023 14:36:02.246,34.95303163,4660.0080829748595
2023-08-04 18:36:02.254,8/4/2023 14:36:02.254,35.51003163,4734.26843697486
2023-08-04 18:36:02.262,8/4/2023 14:36:02.262,35.36003163,4714.27013697486
2023-08-04 18:36:02.270,8/4/2023 14:36:02.270,33.79903163,4506.15449497486
